Species,Chromosome,Gene,CoordinateStart,CoordinateEnd
Doryteuthis,Dpe21,Dopeav2073276m,51074544,51074786
Doryteuthis,Dpe07,Dopeav2024114m,18133362,18133634
Doryteuthis,Dpe26,Dopeav2089448m,91328868,91435682
Doryteuthis,Dpe15,Dopeav2055311m,100398689,100399735
Doryteuthis,Dpe15,Dopeav2055338m,100872222,100873073
Doryteuthis,Dpe02,Dopeav2007648m,129860955,129886605
Doryteuthis,Dpe05,Dopeav2019085m,116886119,116895334
Doryteuthis,Dpe27,Dopeav2092336m,80764391,80772602
Doryteuthis,Dpe11,Dopeav2038474m,41081196,41210269
Doryteuthis,Dpe28,Dopeav2093702m,35263870,35281455
Doryteuthis,Dpe02,Dopeav2007136m,106444306,106467213
Doryteuthis,Dpe06,Dopeav2022284m,88166762,88243049
Doryteuthis,Dpe16,Dopeav2056841m,22004894,22143318
Doryteuthis,Dpe17,Dopeav2061721m,73719869,73734171
Doryteuthis,Dpe23,Dopeav2078429m,29777403,29778476
Doryteuthis,Dpe16,Dopeav2058270m,71158939,71207167
Doryteuthis,Dpe27,Dopeav2091431m,55088491,55157287
Doryteuthis,Dpe23,Dopeav2079005m,46045738,46079229
Doryteuthis,Dpe31,Dopeav2102914m,53539733,53559271
Doryteuthis,Dpe11,Dopeav2039873m,86870562,86917985
Doryteuthis,Dpe02,Dopeav2005911m,64590978,64632957
Doryteuthis,Dpe05,Dopeav2016383m,14325363,14487446
Doryteuthis,Dpe02,Dopeav2005938m,65325652,65421366
Doryteuthis,Dpe25,Dopeav2084936m,39885733,39887830
Doryteuthis,Dpe20,Dopeav2071118m,81440167,81443485
Doryteuthis,Dpe27,Dopeav2091418m,54754709,54770417
Doryteuthis,Dpe22,Dopeav2077356m,85419529,85450973
Doryteuthis,Dpe35,Dopeav2112786m,22312762,22313795
Doryteuthis,Dpe38,Dopeav2120892m,55011261,55011897
Doryteuthis,Dpe27,Dopeav2092068m,73654893,73656056
Doryteuthis,Dpe32,Dopeav2105340m,45038684,45080623
Doryteuthis,Dpe11,Dopeav2038245m,32097481,32243807
Doryteuthis,Dpe10,Dopeav2036342m,93399094,93423566
Doryteuthis,Dpe16,Dopeav2056966m,26369162,26396757
Doryteuthis,Dpe18,Dopeav2063258m,16004022,16004582
Doryteuthis,Dpe11,Dopeav2039007m,60488597,60489382
Doryteuthis,Dpe21,Dopeav2074386m,85400973,85401378
Doryteuthis,Dpe21,Dopeav2073832m,67612374,67627996
Doryteuthis,Dpe31,Dopeav2101851m,26330044,26341706
Doryteuthis,Dpe26,Dopeav2087292m,17532516,17579310
Doryteuthis,Dpe13,Dopeav2046452m,54159451,54165942
Doryteuthis,Dpe10,Dopeav2035034m,39351231,39351852
Doryteuthis,Dpe15,Dopeav2052032m,21939227,21946681
Doryteuthis,scDpe0161,Dopeav2137203m,54902,58133
Doryteuthis,Dpe08,Dopeav2029357m,82890059,82922362
Doryteuthis,Dpe01,Dopeav2003798m,148149260,148167530
Doryteuthis,Dpe45,Dopeav2134839m,36722231,36725394
Doryteuthis,Dpe16,Dopeav2058064m,64087186,64318702
Doryteuthis,Dpe43,Dopeav2131468m,43500139,43501211
Doryteuthis,Dpe17,Dopeav2060541m,37694543,37696745
Doryteuthis,Dpe02,Dopeav2005840m,62544842,62545441
Doryteuthis,Dpe15,Dopeav2054122m,74992317,75004813
Doryteuthis,Dpe34,Dopeav2111720m,68066017,68068836
Doryteuthis,Dpe19,Dopeav2067378m,45840750,45872219
Doryteuthis,Dpe45,Dopeav2134121m,15063570,15169622
Doryteuthis,Dpe39,Dopeav2123073m,50893479,50894045
Doryteuthis,Dpe36,Dopeav2116176m,49383392,49523305
Doryteuthis,Dpe21,Dopeav2074573m,92989876,92990241
Doryteuthis,Dpe22,Dopeav2075570m,22480910,22528672
Doryteuthis,Dpe15,Dopeav2052814m,42680088,42692011
Doryteuthis,Dpe10,Dopeav2035812m,71710438,71727809
Doryteuthis,Dpe45,Dopeav2134249m,19065809,19082060
Doryteuthis,Dpe26,Dopeav2088752m,69555489,69579243
Doryteuthis,Dpe22,Dopeav2077332m,84582464,84592662
Doryteuthis,Dpe12,Dopeav2043947m,89838390,89839368
Doryteuthis,Dpe42,Dopeav2129632m,47674396,47765052
Doryteuthis,Dpe02,Dopeav2004233m,9637236,9651281
Doryteuthis,Dpe26,Dopeav2088580m,63635465,63693727
Doryteuthis,Dpe02,Dopeav2008464m,156234246,156394783
Doryteuthis,Dpe32,Dopeav2105753m,57486564,57487169
Doryteuthis,Dpe32,Dopeav2104582m,22067455,22370144
Doryteuthis,Dpe21,Dopeav2074400m,85927431,85928537
Doryteuthis,Dpe25,Dopeav2083822m,6281407,6286185
Doryteuthis,Dpe06,Dopeav2022994m,112546192,112618253
Doryteuthis,Dpe09,Dopeav2031215m,26173034,26219140
Doryteuthis,Dpe34,Dopeav2110654m,35540207,35560400
Doryteuthis,Dpe18,Dopeav2063157m,11450762,11466069
Doryteuthis,Dpe27,Dopeav2089831m,9163022,9192182
Doryteuthis,Dpe02,Dopeav2007152m,107183950,107235158
Doryteuthis,Dpe15,Dopeav2054778m,89604679,89605212
Doryteuthis,Dpe03,Dopeav2009863m,59342227,59346325
Doryteuthis,Dpe14,Dopeav2049762m,63834555,63876452
Doryteuthis,Dpe26,Dopeav2088219m,51048329,51089937
Doryteuthis,Dpe18,Dopeav2065134m,72823984,72828283
Doryteuthis,Dpe17,Dopeav2060899m,50172587,50173060
Doryteuthis,Dpe35,Dopeav2112029m,527195,532953
Doryteuthis,Dpe13,Dopeav2046260m,47233869,47447591
Doryteuthis,Dpe01,Dopeav2000034m,1436385,1461438
Doryteuthis,Dpe11,Dopeav2038052m,25029274,25039908
Doryteuthis,Dpe08,Dopeav2027606m,14696447,14931165
Doryteuthis,Dpe04,Dopeav2015112m,109965726,109966538
Doryteuthis,Dpe24,Dopeav2083284m,86403271,86450805
Doryteuthis,Dpe27,Dopeav2090346m,25157056,25223524
Doryteuthis,Dpe41,Dopeav2126390m,18194975,18300869
Doryteuthis,Dpe09,Dopeav2031435m,37952916,38195345
Doryteuthis,Dpe17,Dopeav2062531m,99909720,99913867
Doryteuthis,Dpe05,Dopeav2019886m,145100813,145163350
Doryteuthis,Dpe17,Dopeav2062518m,99772094,99772463
Doryteuthis,Dpe13,Dopeav2046074m,41749003,41773269
Doryteuthis,Dpe06,Dopeav2022757m,104895055,104904528
Doryteuthis,Dpe16,Dopeav2058693m,83632800,83666605
Doryteuthis,Dpe42,Dopeav2128159m,4323419,4360903
Doryteuthis,Dpe06,Dopeav2023585m,133417750,133425852
Doryteuthis,Dpe02,Dopeav2005466m,50570245,50586547
Doryteuthis,Dpe24,Dopeav2081685m,34638739,34639596
Doryteuthis,Dpe23,Dopeav2079806m,72057245,72070086
Doryteuthis,Dpe41,Dopeav2126220m,13431852,13438898
Doryteuthis,Dpe01,Dopeav2002212m,84189894,84192387
Doryteuthis,Dpe09,Dopeav2030938m,19415981,19436508
Doryteuthis,Dpe02,Dopeav2005410m,50099313,50100842
Doryteuthis,Dpe35,Dopeav2114005m,57427212,57427735
Doryteuthis,Dpe16,Dopeav2057174m,32162046,32200953
Doryteuthis,Dpe15,Dopeav2055865m,112353520,112354356
Doryteuthis,Dpe17,Dopeav2062299m,92816583,92991615
Doryteuthis,Dpe15,Dopeav2052275m,28657034,28662957
Doryteuthis,Dpe39,Dopeav2121402m,4960958,4965321
Doryteuthis,Dpe15,Dopeav2052056m,22625819,22666341
Doryteuthis,Dpe13,Dopeav2045352m,17447508,17467944
Doryteuthis,Dpe11,Dopeav2038835m,55554163,55602577
Doryteuthis,Dpe13,Dopeav2045509m,23044355,23262441
Doryteuthis,Dpe21,Dopeav2073856m,68360862,68365963
Doryteuthis,Dpe15,Dopeav2056231m,122943580,122948500
Doryteuthis,Dpe35,Dopeav2112489m,11331808,11404442
Doryteuthis,Dpe31,Dopeav2101478m,16155523,16157391
Doryteuthis,Dpe45,Dopeav2134106m,14718119,14927519
Doryteuthis,Dpe15,Dopeav2056218m,122515876,122516916
Doryteuthis,Dpe19,Dopeav2068136m,73481743,73482009
Doryteuthis,Dpe05,Dopeav2019173m,120316666,120373049
Doryteuthis,Dpe30,Dopeav2098707m,9382845,9416271
Doryteuthis,Dpe21,Dopeav2073657m,62621690,62626514
Doryteuthis,Dpe09,Dopeav2030769m,13743635,13754065
Doryteuthis,Dpe09,Dopeav2033203m,100892568,101002372
Doryteuthis,Dpe05,Dopeav2018546m,96600860,96628426
Doryteuthis,Dpe18,Dopeav2064149m,44697886,44698164
Doryteuthis,Dpe02,Dopeav2005448m,50474880,50504775
Doryteuthis,Dpe43,Dopeav2130331m,10541889,10571005
Doryteuthis,Dpe43,Dopeav2130318m,10145463,10153108
Doryteuthis,Dpe27,Dopeav2091941m,69531282,69570982
Doryteuthis,Dpe02,Dopeav2008103m,143420417,143441756
Doryteuthis,Dpe39,Dopeav2122424m,32136519,32137586
Doryteuthis,Dpe18,Dopeav2063971m,40956709,40957724
Doryteuthis,Dpe14,Dopeav2048759m,22594942,22608868
Doryteuthis,Dpe15,Dopeav2052376m,31680993,31693738
Doryteuthis,Dpe06,Dopeav2023273m,121793921,121794945
Doryteuthis,Dpe28,Dopeav2095557m,88647558,88649101
Doryteuthis,Dpe19,Dopeav2066283m,2420652,2430248
Doryteuthis,Dpe01,Dopeav2000932m,36429358,36514184
Doryteuthis,Dpe15,Dopeav2056240m,123170187,123171192
Doryteuthis,Dpe41,Dopeav2125880m,4789683,4790039
Doryteuthis,Dpe11,Dopeav2038954m,59117093,59213134
Doryteuthis,Dpe10,Dopeav2037003m,116977764,117011526
Doryteuthis,Dpe15,Dopeav2052583m,36960962,36968471
Doryteuthis,scDpe2079,Dopeav2138416m,18370,19491
Doryteuthis,Dpe41,Dopeav2125898m,5249116,5256215
Doryteuthis,Dpe15,Dopeav2055189m,98030021,98031601
Doryteuthis,Dpe04,Dopeav2012660m,21276075,21322365
Doryteuthis,Dpe19,Dopeav2067362m,45282538,45366606
Doryteuthis,Dpe01,Dopeav2002976m,112296415,112314645
Doryteuthis,Dpe35,Dopeav2113177m,36214709,36221237
Doryteuthis,Dpe04,Dopeav2012616m,20056329,20118365
Doryteuthis,Dpe36,Dopeav2115144m,21186928,21193939
Doryteuthis,Dpe02,Dopeav2008058m,141624981,141670984
Doryteuthis,Dpe23,Dopeav2079091m,48659474,48696826
Doryteuthis,Dpe23,Dopeav2079220m,52292375,52381309
Doryteuthis,Dpe20,Dopeav2069495m,26285156,26347328
Doryteuthis,Dpe43,Dopeav2131749m,50710428,50805995
Doryteuthis,Dpe41,Dopeav2126607m,23998249,24005649
Doryteuthis,Dpe23,Dopeav2078110m,16382359,16415996
Doryteuthis,Dpe01,Dopeav2001733m,69756591,69810019
Doryteuthis,Dpe41,Dopeav2127690m,52417871,52497610
Doryteuthis,Dpe14,Dopeav2051278m,121155294,121224916
Doryteuthis,Dpe41,Dopeav2127688m,52369236,52370470
Doryteuthis,Dpe32,Dopeav2103867m,1887314,1888482
Doryteuthis,Dpe35,Dopeav2112541m,12675796,12690143
Doryteuthis,Dpe23,Dopeav2079388m,57923882,57925053
Doryteuthis,Dpe04,Dopeav2015544m,128649635,128723389
Doryteuthis,Dpe41,Dopeav2127853m,55998181,56005283
Doryteuthis,Dpe38,Dopeav2120113m,27297644,27299725
Doryteuthis,Dpe42,Dopeav2129162m,35322284,35365015
Doryteuthis,Dpe02,Dopeav2005241m,43583764,43615371
Doryteuthis,Dpe37,Dopeav2118611m,43951315,44003433
Doryteuthis,Dpe11,Dopeav2041014m,121497280,121559848
Doryteuthis,Dpe24,Dopeav2082853m,71548827,71549714
Doryteuthis,Dpe27,Dopeav2091667m,60502561,60659945
Doryteuthis,Dpe24,Dopeav2081919m,40141346,40222003
Doryteuthis,Dpe44,Dopeav2132199m,13812658,13814608
Doryteuthis,Dpe25,Dopeav2084015m,11467902,11468303
Doryteuthis,Dpe13,Dopeav2047989m,115191572,115194984
Doryteuthis,Dpe12,Dopeav2042557m,42917781,42928768
Doryteuthis,Dpe09,Dopeav2030818m,14968098,14972193
Doryteuthis,Dpe18,Dopeav2064206m,46641022,46641543
Doryteuthis,Dpe03,Dopeav2009734m,54967160,55010054
Doryteuthis,Dpe46,Dopeav2135414m,7752119,7766166
Doryteuthis,Dpe10,Dopeav2034997m,38053543,38053788
Doryteuthis,Dpe15,Dopeav2053160m,51651111,51651407
Doryteuthis,Dpe46,Dopeav2135593m,13399779,13439226
Doryteuthis,Dpe10,Dopeav2035956m,76500436,76663980
Doryteuthis,Dpe21,Dopeav2072561m,26652198,26652437
Doryteuthis,scDpe1244,Dopeav2138236m,848,1698
Doryteuthis,Dpe27,Dopeav2092415m,83249654,83249905
Doryteuthis,Dpe17,Dopeav2061640m,70922047,70928531
Doryteuthis,Dpe44,Dopeav2132040m,8236148,8403446
Doryteuthis,Dpe28,Dopeav2094969m,71312144,71312380
Doryteuthis,Dpe25,Dopeav2084472m,24919147,24919690
Doryteuthis,Dpe25,Dopeav2084816m,35671836,35813951
Doryteuthis,Dpe02,Dopeav2005818m,61694539,61695281
Doryteuthis,Dpe30,Dopeav2098769m,10507328,10512076
Doryteuthis,Dpe33,Dopeav2108470m,48300811,48313182
Doryteuthis,Dpe30,Dopeav2100414m,60764638,60765014
Doryteuthis,Dpe03,Dopeav2010829m,101683487,101684173
Doryteuthis,Dpe43,Dopeav2131054m,31870848,31874978
Doryteuthis,Dpe01,Dopeav2000956m,37514765,37541636
Doryteuthis,Dpe16,Dopeav2056948m,25175656,25215188
Doryteuthis,Dpe30,Dopeav2100593m,67648308,67659520
Doryteuthis,Dpe09,Dopeav2032910m,92605110,92633265
Doryteuthis,Dpe44,Dopeav2132517m,22197151,22266754
Doryteuthis,Dpe13,Dopeav2045235m,13554809,13707387
Doryteuthis,Dpe26,Dopeav2088695m,66934229,66957071
Doryteuthis,Dpe30,Dopeav2098911m,14445817,14446936
Doryteuthis,Dpe07,Dopeav2026291m,101466847,101567107
Doryteuthis,Dpe36,Dopeav2115223m,22791969,22836531
Doryteuthis,Dpe30,Dopeav2098938m,15268141,15303653
Doryteuthis,Dpe07,Dopeav2026020m,91844375,91857330
Doryteuthis,Dpe17,Dopeav2060029m,23466447,23466834
Doryteuthis,Dpe35,Dopeav2114220m,64011377,64076073
Doryteuthis,Dpe41,Dopeav2127369m,44928815,44929030
Doryteuthis,Dpe14,Dopeav2050356m,89465295,89642998
Doryteuthis,Dpe35,Dopeav2114388m,70412626,70412841
Doryteuthis,Dpe35,Dopeav2113471m,46067535,46104071
Doryteuthis,Dpe22,Dopeav2077603m,97524327,97565866
Doryteuthis,Dpe18,Dopeav2064428m,51737065,51916228
Doryteuthis,Dpe36,Dopeav2115393m,27291574,27420523
Doryteuthis,Dpe23,Dopeav2080007m,80342404,80376233
Doryteuthis,Dpe22,Dopeav2077214m,80422260,80446248
Doryteuthis,Dpe35,Dopeav2114390m,70491806,70505260
Doryteuthis,Dpe02,Dopeav2006537m,84678195,84685205
Doryteuthis,Dpe27,Dopeav2090052m,14584411,14594677
Doryteuthis,Dpe25,Dopeav2084749m,33681156,33682350
Doryteuthis,Dpe14,Dopeav2049778m,64380297,64402151
Doryteuthis,Dpe15,Dopeav2054762m,89342221,89349061
Doryteuthis,Dpe10,Dopeav2035932m,75321853,75503552
Doryteuthis,Dpe16,Dopeav2058251m,70228549,70234599
Doryteuthis,Dpe28,Dopeav2093983m,43762441,43872595
Doryteuthis,Dpe26,Dopeav2089410m,90485103,90485414
Doryteuthis,Dpe22,Dopeav2077255m,81654689,81654961
Doryteuthis,Dpe16,Dopeav2058962m,98822190,98890767
Doryteuthis,Dpe18,Dopeav2066156m,106021578,106317911
Doryteuthis,Dpe04,Dopeav2012399m,10987605,11096662
Doryteuthis,Dpe04,Dopeav2014888m,101519665,101520206
Doryteuthis,Dpe28,Dopeav2094628m,63275451,63353745
Doryteuthis,Dpe08,Dopeav2029803m,102402198,102483394
Doryteuthis,Dpe04,Dopeav2012708m,22583332,22583643
Doryteuthis,Dpe04,Dopeav2015893m,142593335,142593583
Doryteuthis,Dpe14,Dopeav2048456m,8961864,8984292
Doryteuthis,Dpe04,Dopeav2012229m,6776307,6823964
Doryteuthis,Dpe15,Dopeav2055048m,95119873,95120100
Doryteuthis,Dpe04,Dopeav2015650m,131162776,131193218
Doryteuthis,Dpe41,Dopeav2126139m,11871566,11884046
Doryteuthis,Dpe34,Dopeav2110299m,25596065,25773983
Doryteuthis,Dpe18,Dopeav2064090m,43593726,43716659
Doryteuthis,Dpe20,Dopeav2071140m,82354172,82355875
Doryteuthis,Dpe30,Dopeav2100455m,62564717,62567923
Doryteuthis,Dpe27,Dopeav2091440m,55299585,55301593
Doryteuthis,Dpe18,Dopeav2065093m,71196873,71242329
Doryteuthis,Dpe44,Dopeav2132465m,20800147,20853496
Doryteuthis,Dpe08,Dopeav2030448m,130231934,130265057
Doryteuthis,Dpe18,Dopeav2064088m,43516082,43516429
Doryteuthis,Dpe21,Dopeav2073375m,53032665,53093537
Doryteuthis,Dpe32,Dopeav2105318m,44336556,44337362
Doryteuthis,Dpe16,Dopeav2056830m,21825496,21898329
Doryteuthis,Dpe13,Dopeav2045415m,19759469,19759943
Doryteuthis,Dpe18,Dopeav2063862m,36116529,36213920
Doryteuthis,Dpe07,Dopeav2023688m,1911356,2017283
Doryteuthis,Dpe18,Dopeav2064391m,50734018,50735302
Doryteuthis,Dpe45,Dopeav2133784m,5312762,5322423
Doryteuthis,Dpe27,Dopeav2092567m,86235808,86237354
Doryteuthis,Dpe45,Dopeav2133877m,9021132,9034766
Doryteuthis,Dpe21,Dopeav2072154m,8458435,8488664
Doryteuthis,Dpe05,Dopeav2018665m,100844994,101179547
Doryteuthis,Dpe23,Dopeav2080186m,87289537,87336557
Doryteuthis,Dpe08,Dopeav2028186m,44400835,44433504
Doryteuthis,Dpe12,Dopeav2042665m,49635069,49650362
Doryteuthis,Dpe31,Dopeav2101630m,20523712,20547152
Doryteuthis,Dpe02,Dopeav2007951m,137662452,137798230
Doryteuthis,Dpe18,Dopeav2062844m,2624917,2640039
Doryteuthis,Dpe02,Dopeav2007262m,111718500,111862630
Doryteuthis,Dpe37,Dopeav2119102m,61060607,61061145
Doryteuthis,Dpe01,Dopeav2000947m,37125652,37288491
Doryteuthis,Dpe22,Dopeav2075316m,15704431,15713693
Doryteuthis,Dpe21,Dopeav2074363m,84727703,84748133
Doryteuthis,Dpe15,Dopeav2053271m,54412525,54437767
Doryteuthis,Dpe18,Dopeav2063267m,16200357,16207616
Doryteuthis,Dpe30,Dopeav2100017m,45232387,45249487
Doryteuthis,Dpe17,Dopeav2061693m,72738768,72766641
Doryteuthis,Dpe12,Dopeav2043812m,84309942,84416748
Doryteuthis,Dpe43,Dopeav2131457m,42852435,42862233
Doryteuthis,Dpe40,Dopeav2124609m,31691258,31777929
Doryteuthis,Dpe15,Dopeav2054420m,81841278,81933888
Doryteuthis,Dpe25,Dopeav2083768m,4658525,4672253
Doryteuthis,Dpe14,Dopeav2049828m,65358806,65359285
Doryteuthis,Dpe15,Dopeav2055423m,102487735,102488025
Doryteuthis,Dpe08,Dopeav2029368m,83052702,83111358
Doryteuthis,Dpe19,Dopeav2067568m,51775370,51784844
Doryteuthis,Dpe10,Dopeav2037246m,126252798,126270458
Doryteuthis,Dpe03,Dopeav2011050m,109696170,109756230
Doryteuthis,Dpe35,Dopeav2114343m,68999277,69003209
Doryteuthis,Dpe35,Dopeav2112914m,27390776,27391486
Doryteuthis,Dpe04,Dopeav2015911m,143795568,143820044
Doryteuthis,Dpe10,Dopeav2036999m,116838844,116870475
Doryteuthis,Dpe04,Dopeav2015938m,144400172,144418199
Doryteuthis,Dpe08,Dopeav2029474m,87812557,87830358
Doryteuthis,Dpe31,Dopeav2102674m,45992194,45992607
Doryteuthis,Dpe02,Dopeav2005671m,57710551,57913917
Doryteuthis,scDpe0209,Dopeav2137509m,125631,126736
Doryteuthis,Dpe06,Dopeav2020949m,39777717,39863982
Doryteuthis,Dpe40,Dopeav2124431m,26231042,26231245
Doryteuthis,Dpe41,Dopeav2127002m,33284655,33587436
Doryteuthis,Dpe40,Dopeav2124418m,25713573,25713800
Doryteuthis,Dpe03,Dopeav2011351m,124473198,124473878
Doryteuthis,Dpe19,Dopeav2066940m,29682694,29736195
Doryteuthis,Dpe25,Dopeav2086226m,75460894,75462129
Doryteuthis,Dpe15,Dopeav2055704m,108676890,108679446
Doryteuthis,Dpe03,Dopeav2009085m,28525519,28526643
Doryteuthis,Dpe22,Dopeav2076647m,55463177,55463563
Doryteuthis,Dpe16,Dopeav2057050m,28935480,28959678
Doryteuthis,Dpe15,Dopeav2055083m,95666086,95667869
Doryteuthis,Dpe27,Dopeav2090562m,31509123,31644758
Doryteuthis,Dpe21,Dopeav2073389m,53227983,53432444
Doryteuthis,Dpe10,Dopeav2036645m,104519334,104572237
Doryteuthis,Dpe03,Dopeav2010779m,100346930,100347253
Doryteuthis,Dpe23,Dopeav2079194m,51600167,51672604
Doryteuthis,Dpe11,Dopeav2039163m,66318346,66347586
Doryteuthis,Dpe21,Dopeav2073700m,63755665,63756923
Doryteuthis,Dpe04,Dopeav2013309m,47138038,47156958
Doryteuthis,Dpe16,Dopeav2056670m,14371030,14465514
Doryteuthis,Dpe30,Dopeav2098650m,7653066,7707246
Doryteuthis,Dpe15,Dopeav2053478m,59294201,59303764
Doryteuthis,Dpe37,Dopeav2117536m,11825984,11828030
Doryteuthis,Dpe20,Dopeav2070071m,45449931,45595408
Doryteuthis,Dpe17,Dopeav2059627m,7341336,7342706
Doryteuthis,Dpe39,Dopeav2122181m,25158607,25172068
Doryteuthis,Dpe15,Dopeav2054381m,80693263,80702622
Doryteuthis,Dpe40,Dopeav2124238m,21252556,21255704
Doryteuthis,Dpe12,Dopeav2041847m,15813781,15814968
Doryteuthis,Dpe16,Dopeav2058706m,84356137,84434535
Doryteuthis,Dpe18,Dopeav2065341m,80371334,80418913
Doryteuthis,Dpe15,Dopeav2053364m,56505045,56507017
Doryteuthis,Dpe15,Dopeav2054906m,91973857,91974060
Doryteuthis,Dpe04,Dopeav2016038m,147218134,147235980
Doryteuthis,Dpe11,Dopeav2038578m,44538369,44538779
Doryteuthis,Dpe46,Dopeav2135654m,14953371,15038809
Doryteuthis,Dpe32,Dopeav2106176m,71897579,71901174
Doryteuthis,Dpe24,Dopeav2081922m,40265818,40272202
Doryteuthis,Dpe23,Dopeav2079750m,69754706,69762396
Doryteuthis,Dpe05,Dopeav2016366m,14268529,14495302
Doryteuthis,Dpe20,Dopeav2071193m,83952026,84079104
Doryteuthis,Dpe37,Dopeav2118451m,38215990,38227345
Doryteuthis,Dpe03,Dopeav2008781m,15526512,15542305
Doryteuthis,Dpe31,Dopeav2101720m,23131918,23135248
Doryteuthis,Dpe44,Dopeav2132664m,26863419,26863809
Doryteuthis,Dpe03,Dopeav2010812m,101420393,101463805
Doryteuthis,Dpe19,Dopeav2066248m,1333292,1341112
Doryteuthis,Dpe17,Dopeav2062593m,103026254,103113463
Doryteuthis,Dpe01,Dopeav2003078m,117544404,117705663
Doryteuthis,Dpe30,Dopeav2100654m,69235000,69236128
Doryteuthis,Dpe10,Dopeav2035140m,44731220,44772581
Doryteuthis,Dpe17,Dopeav2062414m,96519339,96520703
Doryteuthis,scDpe0143,Dopeav2137068m,44867,59456
Doryteuthis,Dpe28,Dopeav2095546m,88307940,88308686
Doryteuthis,Dpe02,Dopeav2005483m,50665845,50721298
Doryteuthis,Dpe05,Dopeav2018464m,93204483,93254714
Doryteuthis,Dpe17,Dopeav2060834m,46034266,46343420
Doryteuthis,Dpe35,Dopeav2113136m,34757177,34761934
Doryteuthis,Dpe18,Dopeav2065199m,75100183,75119482
Doryteuthis,Dpe15,Dopeav2055175m,97717225,97717851
Doryteuthis,Dpe05,Dopeav2018378m,90224546,90291473
Doryteuthis,Dpe19,Dopeav2067781m,58831554,58889969
Doryteuthis,Dpe35,Dopeav2114194m,63247316,63305409
Doryteuthis,Dpe10,Dopeav2036047m,79679066,79684859
Doryteuthis,Dpe42,Dopeav2128620m,16553460,16597460
Doryteuthis,Dpe06,Dopeav2022939m,111116530,111150802
Doryteuthis,Dpe06,Dopeav2020097m,9099368,9131540
Doryteuthis,Dpe40,Dopeav2124848m,39010112,39073703
Doryteuthis,Dpe36,Dopeav2115965m,42717094,42718132
Doryteuthis,Dpe21,Dopeav2073668m,62742874,62861098
Doryteuthis,Dpe16,Dopeav2059025m,101309886,101508203
Doryteuthis,Dpe32,Dopeav2104821m,28869440,28924000
Doryteuthis,Dpe15,Dopeav2052548m,36091393,36101592
Doryteuthis,Dpe20,Dopeav2069063m,14293234,14293892
Doryteuthis,Dpe08,Dopeav2029052m,73502846,73556734
Doryteuthis,Dpe33,Dopeav2107713m,27928871,27930217
Doryteuthis,Dpe37,Dopeav2118878m,52524602,52623122
Doryteuthis,Dpe26,Dopeav2088513m,61029842,61070011
Doryteuthis,Dpe41,Dopeav2127643m,51348872,51577555
Doryteuthis,Dpe20,Dopeav2070733m,67162359,67208019
Doryteuthis,Dpe04,Dopeav2014594m,92764679,92765314
Doryteuthis,Dpe02,Dopeav2005023m,38322876,38326290
Doryteuthis,Dpe32,Dopeav2105512m,51243950,51244576
Doryteuthis,Dpe04,Dopeav2015466m,125793482,125846126
Doryteuthis,Dpe42,Dopeav2128730m,20466766,20467473
Doryteuthis,scDpe1414,Dopeav2138277m,14462,14968
Doryteuthis,Dpe27,Dopeav2089650m,3793440,3855300
Doryteuthis,Dpe39,Dopeav2122487m,33991021,33996678
Doryteuthis,Dpe29,Dopeav2096967m,45296233,45304513
Doryteuthis,Dpe03,Dopeav2009886m,59754655,59800163
Doryteuthis,Dpe17,Dopeav2060123m,25723739,25742781
Doryteuthis,Dpe11,Dopeav2040552m,106777802,106802404
Doryteuthis,Dpe29,Dopeav2097031m,47680452,47741627
Doryteuthis,Dpe22,Dopeav2076236m,42592740,42621575
Doryteuthis,Dpe19,Dopeav2067135m,37093616,37094203
Doryteuthis,Dpe29,Dopeav2097018m,47342811,47385651
Doryteuthis,Dpe27,Dopeav2092203m,77614544,77654994
Doryteuthis,Dpe46,Dopeav2135540m,11492160,11493440
Doryteuthis,Dpe02,Dopeav2007450m,120483829,120614108
Doryteuthis,Dpe26,Dopeav2087487m,24504341,24551073
Doryteuthis,Dpe17,Dopeav2059485m,3529450,3559956
Doryteuthis,Dpe10,Dopeav2035947m,76500436,76637159
Doryteuthis,Dpe28,Dopeav2093240m,17657136,17671540
Doryteuthis,Dpe01,Dopeav2002130m,81020420,81030130
Doryteuthis,Dpe32,Dopeav2106142m,70660566,70687360
Doryteuthis,Dpe39,Dopeav2121525m,7960298,7968894
Doryteuthis,Dpe17,Dopeav2062455m,97399896,97400500
Doryteuthis,Dpe24,Dopeav2082643m,64740805,64741339
Doryteuthis,Dpe09,Dopeav2031551m,41811069,41834681
Doryteuthis,Dpe15,Dopeav2054921m,92246427,92274458
Doryteuthis,Dpe44,Dopeav2133109m,37762765,37763112
Doryteuthis,Dpe36,Dopeav2116290m,53632830,53667016
Doryteuthis,Dpe39,Dopeav2121561m,8826331,8836768
Doryteuthis,Dpe36,Dopeav2116021m,44969540,44971710
Doryteuthis,Dpe45,Dopeav2134255m,19129287,19164360
Doryteuthis,Dpe36,Dopeav2116288m,53627640,53629291
Doryteuthis,Dpe15,Dopeav2054965m,93163900,93186251
Doryteuthis,Dpe02,Dopeav2006602m,86807569,86868918
Doryteuthis,Dpe15,Dopeav2052419m,32443160,32443765
Doryteuthis,Dpe23,Dopeav2079083m,48551736,48574350
Doryteuthis,Dpe12,Dopeav2042073m,24903984,24910374
