DoryGENE,EupGENE
Dopeav2070568m,cluster_7437
Dopeav2091673m,cluster_4653
Dopeav2132118m,cluster_1287
Dopeav2003685m,cluster_14390
Dopeav2045455m,cluster_1853
Dopeav2016802m,cluster_19611
Dopeav2029952m,cluster_15697
Dopeav2016669m,cluster_3201
Dopeav2057911m,cluster_5914
Dopeav2049729m,cluster_5777
Dopeav2075478m,cluster_19290
Dopeav2132054m,cluster_19102
Dopeav2038817m,cluster_409
Dopeav2014371m,cluster_606
Dopeav2126699m,cluster_4015
Dopeav2040514m,cluster_12412
Dopeav2131148m,cluster_26142
Dopeav2126384m,cluster_13140
Dopeav2082230m,cluster_11793
Dopeav2009190m,cluster_16372
Dopeav2038225m,cluster_17162
Dopeav2106287m,cluster_13580
Dopeav2122118m,cluster_5537
Dopeav2003932m,cluster_1765
Dopeav2074595m,cluster_1275
Dopeav2031828m,cluster_16251
Dopeav2018887m,cluster_14945
Dopeav2112991m,cluster_1165
Dopeav2121612m,cluster_7973
Dopeav2135601m,cluster_13827
Dopeav2005495m,cluster_14996
Dopeav2005955m,cluster_7393
Dopeav2012826m,cluster_8234
Dopeav2094165m,cluster_2520
Dopeav2127368m,cluster_23061
Dopeav2043862m,cluster_17813
Dopeav2066206m,cluster_4939
Dopeav2090286m,cluster_2799
Dopeav2018155m,cluster_14963
Dopeav2131068m,cluster_20839
Dopeav2100446m,cluster_6535
Dopeav2074516m,cluster_12557
Dopeav2040947m,cluster_6079
Dopeav2046014m,cluster_11636
Dopeav2047551m,cluster_27745
Dopeav2061731m,cluster_10676
Dopeav2022124m,cluster_2643
Dopeav2101505m,cluster_12555
Dopeav2047935m,cluster_27728
Dopeav2064919m,cluster_6155
Dopeav2037002m,cluster_473
Dopeav2006643m,cluster_4598
Dopeav2093833m,cluster_14403
Dopeav2106372m,cluster_9770
Dopeav2032899m,cluster_12053
Dopeav2079212m,cluster_2765
Dopeav2009112m,cluster_24146
Dopeav2053533m,cluster_5659
Dopeav2076371m,cluster_1077
Dopeav2002731m,cluster_16296
Dopeav2126122m,cluster_9178
Dopeav2105344m,cluster_11974
Dopeav2037915m,cluster_10093
Dopeav2095983m,cluster_287
Dopeav2052756m,cluster_6710
Dopeav2027136m,cluster_23981
Dopeav2011130m,cluster_22595
Dopeav2117474m,cluster_6570
Dopeav2096530m,cluster_524
Dopeav2082858m,cluster_2073
Dopeav2066894m,cluster_9737
Dopeav2036644m,cluster_8664
Dopeav2053530m,cluster_19161
Dopeav2001716m,cluster_4844
Dopeav2109916m,cluster_12201
Dopeav2035672m,cluster_13600
Dopeav2018219m,cluster_6927
Dopeav2008525m,cluster_6955
Dopeav2079726m,cluster_14374
Dopeav2030858m,cluster_9821
Dopeav2006640m,cluster_13624
Dopeav2040210m,cluster_7791
Dopeav2049785m,cluster_4485
Dopeav2118490m,cluster_7491
Dopeav2058548m,cluster_2438
Dopeav2074508m,cluster_13713
Dopeav2125434m,cluster_12838
Dopeav2121693m,cluster_9309
Dopeav2134268m,cluster_12440
Dopeav2135662m,cluster_9198
Dopeav2025024m,cluster_3196
Dopeav2088511m,cluster_19575
Dopeav2135809m,cluster_3811
Dopeav2036052m,cluster_9894
Dopeav2095300m,cluster_6987
Dopeav2042035m,cluster_2334
Dopeav2025231m,cluster_14710
Dopeav2028713m,cluster_7258
Dopeav2137932m,cluster_21813
Dopeav2127997m,cluster_843
Dopeav2114078m,cluster_25535
Dopeav2114165m,cluster_27911
Dopeav2131693m,cluster_4599
Dopeav2026052m,cluster_23983
Dopeav2105430m,cluster_5501
Dopeav2069789m,cluster_12920
Dopeav2053705m,cluster_27528
Dopeav2095520m,cluster_17892
Dopeav2016151m,cluster_172
Dopeav2084750m,cluster_13400
Dopeav2039413m,cluster_17029
Dopeav2048485m,cluster_7127
Dopeav2002746m,cluster_729
Dopeav2064596m,cluster_25816
Dopeav2118089m,cluster_23529
Dopeav2093289m,cluster_15667
Dopeav2082681m,cluster_9663
Dopeav2019480m,cluster_22954
Dopeav2029540m,cluster_6178
Dopeav2116234m,cluster_13300
Dopeav2063698m,cluster_5063
Dopeav2051584m,cluster_5451
Dopeav2101389m,cluster_11553
Dopeav2049914m,cluster_28745
Dopeav2056650m,cluster_27877
Dopeav2098412m,cluster_9367
Dopeav2117728m,cluster_26542
Dopeav2009709m,cluster_4562
Dopeav2005023m,cluster_13912
Dopeav2086356m,cluster_19346
Dopeav2041977m,cluster_19196
Dopeav2101694m,cluster_11526
Dopeav2001477m,cluster_18899
Dopeav2049767m,cluster_7559
Dopeav2067700m,cluster_19873
Dopeav2120603m,cluster_3442
Dopeav2052965m,cluster_3489
Dopeav2016627m,cluster_7348
Dopeav2055070m,cluster_707
Dopeav2092066m,cluster_21224
Dopeav2026034m,cluster_1217
Dopeav2095523m,cluster_25342
Dopeav2052484m,cluster_19602
Dopeav2053679m,cluster_27522
Dopeav2108755m,cluster_22055
Dopeav2008834m,cluster_12187
Dopeav2106008m,cluster_6047
Dopeav2094565m,cluster_14844
Dopeav2045824m,cluster_2430
Dopeav2105390m,cluster_1672
Dopeav2104638m,cluster_1056
Dopeav2049029m,cluster_2739
Dopeav2067599m,cluster_10781
Dopeav2107142m,cluster_4912
Dopeav2089907m,cluster_3724
Dopeav2058960m,cluster_21884
Dopeav2040542m,cluster_11877
Dopeav2043638m,cluster_991
Dopeav2138272m,cluster_27739
Dopeav2011252m,cluster_8210
Dopeav2123959m,cluster_8488
Dopeav2109939m,cluster_1535
Dopeav2070534m,cluster_5916
Dopeav2031891m,cluster_17490
Dopeav2077456m,cluster_26578
Dopeav2061641m,cluster_8743
Dopeav2038918m,cluster_24999
Dopeav2128427m,cluster_8331
Dopeav2006837m,cluster_25678
Dopeav2020801m,cluster_27371
Dopeav2006476m,cluster_4445
Dopeav2012914m,cluster_29226
Dopeav2107062m,cluster_22314
Dopeav2088704m,cluster_20456
Dopeav2099385m,cluster_26480
Dopeav2127443m,cluster_5550
Dopeav2102753m,cluster_7350
Dopeav2070086m,cluster_9524
Dopeav2006467m,cluster_7952
Dopeav2093426m,cluster_28086
Dopeav2132475m,cluster_247
Dopeav2009806m,cluster_16341
Dopeav2007072m,cluster_26309
Dopeav2031778m,cluster_12293
Dopeav2079763m,cluster_21619
Dopeav2074116m,cluster_14660
Dopeav2015989m,cluster_18243
Dopeav2115123m,cluster_5884
Dopeav2106477m,cluster_17268
Dopeav2064680m,cluster_21740
Dopeav2104552m,cluster_750
Dopeav2069875m,cluster_20247
Dopeav2093918m,cluster_18673
Dopeav2067331m,cluster_508
Dopeav2096098m,cluster_20938
Dopeav2007988m,cluster_10590
Dopeav2019103m,cluster_8851
Dopeav2112882m,cluster_23000
Dopeav2007308m,cluster_7596
Dopeav2091328m,cluster_14030
Dopeav2058690m,cluster_13832
Dopeav2023606m,cluster_3478
Dopeav2040886m,cluster_5384
Dopeav2033213m,cluster_565
Dopeav2013365m,cluster_12731
Dopeav2079079m,cluster_10721
Dopeav2013404m,cluster_13254
Dopeav2007236m,cluster_3997
Dopeav2016673m,cluster_6050
Dopeav2097055m,cluster_11321
Dopeav2097403m,cluster_10657
Dopeav2005296m,cluster_15739
Dopeav2132518m,cluster_25996
Dopeav2019100m,cluster_2617
Dopeav2135706m,cluster_13880
Dopeav2098606m,cluster_26496
Dopeav2062611m,cluster_18857
Dopeav2113348m,cluster_26967
Dopeav2006657m,cluster_27571
Dopeav2064683m,cluster_7150
Dopeav2067908m,cluster_16682
Dopeav2081394m,cluster_28308
Dopeav2129727m,cluster_9214
Dopeav2067388m,cluster_6314
Dopeav2131052m,cluster_26143
Dopeav2087471m,cluster_4763
Dopeav2104534m,cluster_9433
Dopeav2022835m,cluster_11856
Dopeav2043858m,cluster_22762
Dopeav2045256m,cluster_17547
Dopeav2059340m,cluster_19047
Dopeav2091151m,cluster_7430
Dopeav2063934m,cluster_6000
Dopeav2063157m,cluster_21798
Dopeav2070940m,cluster_11089
Dopeav2046929m,cluster_18721
Dopeav2023444m,cluster_12484
Dopeav2013584m,cluster_6883
Dopeav2021904m,cluster_28446
Dopeav2079885m,cluster_2894
Dopeav2052274m,cluster_23112
Dopeav2060390m,cluster_11275
Dopeav2035803m,cluster_20753
Dopeav2041572m,cluster_19392
Dopeav2052846m,cluster_13921
Dopeav2074391m,cluster_9851
Dopeav2005335m,cluster_16005
Dopeav2013646m,cluster_11561
Dopeav2015958m,cluster_19148
Dopeav2023618m,cluster_28502
Dopeav2054780m,cluster_957
Dopeav2125881m,cluster_1085
Dopeav2056013m,cluster_6948
Dopeav2129419m,cluster_16691
Dopeav2000993m,cluster_26764
Dopeav2041028m,cluster_14083
Dopeav2030775m,cluster_1628
Dopeav2006429m,cluster_595
Dopeav2009009m,cluster_13157
Dopeav2017562m,cluster_5469
Dopeav2036068m,cluster_3654
Dopeav2135658m,cluster_16488
Dopeav2137537m,cluster_3380
Dopeav2127592m,cluster_14983
Dopeav2070943m,cluster_22898
Dopeav2006810m,cluster_4760
Dopeav2058734m,cluster_17363
Dopeav2115788m,cluster_5029
Dopeav2089036m,cluster_15146
Dopeav2065935m,cluster_7075
Dopeav2040490m,cluster_6470
Dopeav2029354m,cluster_7450
Dopeav2130545m,cluster_17591
Dopeav2030609m,cluster_10530
Dopeav2030748m,cluster_6873
Dopeav2055004m,cluster_7008
Dopeav2053990m,cluster_26397
Dopeav2120787m,cluster_10936
Dopeav2082609m,cluster_17917
Dopeav2033292m,cluster_20176
Dopeav2100539m,cluster_23617
Dopeav2103702m,cluster_14185
Dopeav2070889m,cluster_20248
Dopeav2098333m,cluster_27090
Dopeav2067428m,cluster_24425
Dopeav2049671m,cluster_20166
Dopeav2006730m,cluster_186
Dopeav2018080m,cluster_4961
Dopeav2022220m,cluster_10672
Dopeav2123072m,cluster_13416
Dopeav2009350m,cluster_13845
Dopeav2098514m,cluster_1801
Dopeav2030152m,cluster_10818
Dopeav2096660m,cluster_27193
Dopeav2109824m,cluster_2274
Dopeav2088727m,cluster_1590
Dopeav2112020m,cluster_18217
Dopeav2093375m,cluster_15873
Dopeav2005439m,cluster_22834
Dopeav2038010m,cluster_26717
Dopeav2022507m,cluster_11947
Dopeav2132326m,cluster_7431
Dopeav2067665m,cluster_19869
Dopeav2028348m,cluster_24556
Dopeav2077449m,cluster_8654
Dopeav2092955m,cluster_9404
Dopeav2035445m,cluster_21936
Dopeav2074539m,cluster_28398
Dopeav2082786m,cluster_7785
Dopeav2038201m,cluster_17156
Dopeav2124626m,cluster_6431
Dopeav2120319m,cluster_15290
Dopeav2009353m,cluster_7326
Dopeav2066925m,cluster_5138
Dopeav2039143m,cluster_4387
Dopeav2005869m,cluster_1058
Dopeav2018607m,cluster_6799
Dopeav2134944m,cluster_58
Dopeav2046589m,cluster_15544
Dopeav2128365m,cluster_5899
Dopeav2008125m,cluster_16867
Dopeav2087560m,cluster_22802
Dopeav2105879m,cluster_986
Dopeav2115811m,cluster_18605
Dopeav2031904m,cluster_3417
Dopeav2096342m,cluster_27095
Dopeav2128719m,cluster_1614
Dopeav2110598m,cluster_23586
Dopeav2089041m,cluster_21750
Dopeav2016116m,cluster_5856
Dopeav2082497m,cluster_17931
Dopeav2083366m,cluster_11686
Dopeav2010841m,cluster_9108
Dopeav2010795m,cluster_24332
Dopeav2055069m,cluster_16767
Dopeav2020568m,cluster_27967
Dopeav2045807m,cluster_273
Dopeav2119367m,cluster_8054
Dopeav2084309m,cluster_4236
Dopeav2128283m,cluster_24215
Dopeav2079062m,cluster_27431
Dopeav2008794m,cluster_306
Dopeav2008526m,cluster_1598
Dopeav2055316m,cluster_23400
Dopeav2102644m,cluster_6162
Dopeav2071746m,cluster_17019
Dopeav2063514m,cluster_2925
Dopeav2073779m,cluster_8302
Dopeav2034941m,cluster_8450
Dopeav2041307m,cluster_20979
Dopeav2077807m,cluster_8303
Dopeav2001715m,cluster_3645
Dopeav2124132m,cluster_2006
Dopeav2103599m,cluster_13239
Dopeav2020942m,cluster_4365
Dopeav2015175m,cluster_21672
Dopeav2029490m,cluster_12914
Dopeav2118829m,cluster_6923
Dopeav2081721m,cluster_18119
Dopeav2067411m,cluster_18462
Dopeav2042631m,cluster_27871
Dopeav2092087m,cluster_29127
Dopeav2137917m,cluster_20667
Dopeav2131338m,cluster_11257
Dopeav2020826m,cluster_21017
Dopeav2127675m,cluster_12514
Dopeav2036958m,cluster_16037
Dopeav2082254m,cluster_16081
Dopeav2009242m,cluster_2626
Dopeav2062220m,cluster_426
Dopeav2037000m,cluster_6971
Dopeav2022008m,cluster_9984
Dopeav2088591m,cluster_28019
Dopeav2127038m,cluster_7429
Dopeav2115828m,cluster_2011
Dopeav2120451m,cluster_9212
Dopeav2121613m,cluster_10975
Dopeav2091941m,cluster_15278
Dopeav2042924m,cluster_3777
Dopeav2117695m,cluster_5201
Dopeav2062507m,cluster_4007
Dopeav2013227m,cluster_25178
Dopeav2003933m,cluster_6423
Dopeav2134452m,cluster_4795
Dopeav2037916m,cluster_10092
Dopeav2054823m,cluster_4069
Dopeav2063725m,cluster_792
Dopeav2055607m,cluster_9585
Dopeav2031520m,cluster_29222
Dopeav2049957m,cluster_6092
Dopeav2052755m,cluster_28436
Dopeav2108484m,cluster_21527
Dopeav2042041m,cluster_5425
Dopeav2018299m,cluster_6434
Dopeav2016478m,cluster_27837
Dopeav2097608m,cluster_13561
Dopeav2017526m,cluster_16047
Dopeav2134937m,cluster_9259
Dopeav2118540m,cluster_4888
Dopeav2134154m,cluster_18265
Dopeav2073143m,cluster_22253
Dopeav2098934m,cluster_3239
Dopeav2108616m,cluster_53
Dopeav2027916m,cluster_24317
Dopeav2037135m,cluster_1826
Dopeav2073060m,cluster_1374
Dopeav2092911m,cluster_5197
Dopeav2092722m,cluster_26873
Dopeav2051282m,cluster_57
Dopeav2033244m,cluster_2201
Dopeav2060497m,cluster_12725
Dopeav2072656m,cluster_12446
Dopeav2087398m,cluster_27975
Dopeav2135721m,cluster_12591
Dopeav2007069m,cluster_152
Dopeav2042036m,cluster_22139
Dopeav2044388m,cluster_2388
Dopeav2088155m,cluster_14246
Dopeav2133866m,cluster_9678
Dopeav2102548m,cluster_18783
Dopeav2082076m,cluster_14284
Dopeav2057869m,cluster_19048
Dopeav2083502m,cluster_8346
Dopeav2064595m,cluster_15815
Dopeav2010370m,cluster_19430
Dopeav2058585m,cluster_467
Dopeav2117484m,cluster_14889
Dopeav2123156m,cluster_21658
Dopeav2053706m,cluster_27530
Dopeav2055499m,cluster_3423
Dopeav2122640m,cluster_9855
Dopeav2115302m,cluster_7021
Dopeav2124434m,cluster_27504
Dopeav2056226m,cluster_25513
Dopeav2138320m,cluster_29193
Dopeav2056164m,cluster_3401
Dopeav2022611m,cluster_13929
Dopeav2009368m,cluster_531
Dopeav2135453m,cluster_3168
Dopeav2073968m,cluster_46
Dopeav2136123m,cluster_17471
Dopeav2120602m,cluster_24610
Dopeav2112603m,cluster_25320
Dopeav2055822m,cluster_3539
Dopeav2093897m,cluster_5577
Dopeav2106015m,cluster_5368
Dopeav2103687m,cluster_7159
Dopeav2108608m,cluster_26961
Dopeav2083561m,cluster_16942
Dopeav2035108m,cluster_99
Dopeav2003112m,cluster_5025
Dopeav2091311m,cluster_6461
Dopeav2095165m,cluster_4539
Dopeav2013099m,cluster_1583
Dopeav2097616m,cluster_20562
Dopeav2073212m,cluster_22999
Dopeav2070914m,cluster_12218
Dopeav2020553m,cluster_274
Dopeav2085047m,cluster_12257
Dopeav2075488m,cluster_24975
Dopeav2071374m,cluster_8750
Dopeav2055191m,cluster_12068
Dopeav2088783m,cluster_22949
Dopeav2083741m,cluster_22004
Dopeav2135990m,cluster_4639
Dopeav2127190m,cluster_13741
Dopeav2105609m,cluster_6990
Dopeav2004588m,cluster_9158
Dopeav2064355m,cluster_9100
Dopeav2138323m,cluster_5803
Dopeav2088219m,cluster_20447
Dopeav2104785m,cluster_14526
Dopeav2056652m,cluster_28539
Dopeav2023413m,cluster_6496
Dopeav2070547m,cluster_1039
Dopeav2092336m,cluster_14880
Dopeav2094088m,cluster_858
Dopeav2128896m,cluster_19475
Dopeav2120439m,cluster_14166
Dopeav2100800m,cluster_13212
Dopeav2018511m,cluster_21377
Dopeav2132521m,cluster_4660
Dopeav2127243m,cluster_10764
Dopeav2087558m,cluster_4941
Dopeav2090285m,cluster_6797
Dopeav2011809m,cluster_27818
Dopeav2033413m,cluster_17107
Dopeav2129155m,cluster_1037
Dopeav2057146m,cluster_6593
Dopeav2001507m,cluster_3959
Dopeav2053554m,cluster_5329
Dopeav2000838m,cluster_21861
Dopeav2096532m,cluster_18780
Dopeav2079210m,cluster_1589
Dopeav2101506m,cluster_6909
Dopeav2040594m,cluster_14412
Dopeav2047936m,cluster_7073
Dopeav2082312m,cluster_52
Dopeav2117749m,cluster_5242
Dopeav2104547m,cluster_16908
Dopeav2084814m,cluster_14402
Dopeav2083184m,cluster_7485
Dopeav2004684m,cluster_22976
Dopeav2134913m,cluster_7102
Dopeav2137190m,cluster_11595
Dopeav2097200m,cluster_10897
Dopeav2028109m,cluster_25196
Dopeav2090054m,cluster_6256
Dopeav2021856m,cluster_20049
Dopeav2094046m,cluster_10603
Dopeav2009110m,cluster_7214
Dopeav2015960m,cluster_5765
Dopeav2012168m,cluster_11641
Dopeav2137240m,cluster_15642
Dopeav2025108m,cluster_28918
Dopeav2089480m,cluster_13019
Dopeav2114980m,cluster_20948
Dopeav2095302m,cluster_14595
Dopeav2062487m,cluster_3588
Dopeav2064999m,cluster_8471
Dopeav2045996m,cluster_1317
Dopeav2135660m,cluster_7380
Dopeav2097484m,cluster_20941
Dopeav2009113m,cluster_24147
Dopeav2005956m,cluster_17423
Dopeav2094166m,cluster_23262
Dopeav2077824m,cluster_20067
Dopeav2094177m,cluster_17914
Dopeav2043914m,cluster_8634
Dopeav2131894m,cluster_9860
Dopeav2077703m,cluster_11450
Dopeav2013480m,cluster_25498
Dopeav2039025m,cluster_7471
Dopeav2111288m,cluster_29091
Dopeav2120335m,cluster_9291
Dopeav2041922m,cluster_3845
Dopeav2024515m,cluster_1562
Dopeav2025446m,cluster_24920
Dopeav2044939m,cluster_20144
Dopeav2088988m,cluster_22791
Dopeav2019907m,cluster_3549
Dopeav2018820m,cluster_7279
Dopeav2028263m,cluster_17072
Dopeav2104312m,cluster_1734
Dopeav2058421m,cluster_13923
Dopeav2079412m,cluster_6120
Dopeav2083387m,cluster_15625
Dopeav2064245m,cluster_5062
Dopeav2064682m,cluster_6225
Dopeav2040413m,cluster_26468
Dopeav2083907m,cluster_28928
Dopeav2002165m,cluster_3564
Dopeav2075539m,cluster_11135
Dopeav2058692m,cluster_19034
Dopeav2067291m,cluster_19877
Dopeav2006506m,cluster_28418
Dopeav2112880m,cluster_2931
Dopeav2047356m,cluster_13121
Dopeav2045620m,cluster_3637
Dopeav2071031m,cluster_1754
Dopeav2127294m,cluster_5149
Dopeav2078109m,cluster_20594
Dopeav2060310m,cluster_463
Dopeav2025151m,cluster_1154
Dopeav2107605m,cluster_7571
Dopeav2137257m,cluster_3974
Dopeav2018823m,cluster_3891
Dopeav2058185m,cluster_14781
Dopeav2052845m,cluster_14430
Dopeav2101363m,cluster_336
Dopeav2133978m,cluster_4372
Dopeav2124597m,cluster_7166
Dopeav2071088m,cluster_16660
Dopeav2038367m,cluster_1070
Dopeav2118332m,cluster_7767
Dopeav2079886m,cluster_3177
Dopeav2083102m,cluster_9944
Dopeav2093385m,cluster_11329
Dopeav2101642m,cluster_14687
Dopeav2094374m,cluster_7354
Dopeav2126641m,cluster_26088
Dopeav2030767m,cluster_3028
Dopeav2069760m,cluster_27154
Dopeav2051500m,cluster_6108
Dopeav2113458m,cluster_16266
Dopeav2000601m,cluster_7165
Dopeav2049310m,cluster_15
Dopeav2130882m,cluster_2707
Dopeav2088241m,cluster_12720
Dopeav2024478m,cluster_20334
Dopeav2122429m,cluster_18663
Dopeav2131989m,cluster_15732
Dopeav2115122m,cluster_22646
Dopeav2116247m,cluster_12447
Dopeav2013103m,cluster_1889
Dopeav2095969m,cluster_5249
Dopeav2008847m,cluster_10955
Dopeav2083365m,cluster_6374
Dopeav2077388m,cluster_8291
Dopeav2078226m,cluster_23515
Dopeav2016246m,cluster_13680
Dopeav2072751m,cluster_11781
Dopeav2117831m,cluster_23532
Dopeav2008126m,cluster_6481
Dopeav2058962m,cluster_14561
Dopeav2055780m,cluster_18754
Dopeav2046043m,cluster_14614
Dopeav2049552m,cluster_5674
Dopeav2015842m,cluster_1442
Dopeav2136856m,cluster_26698
Dopeav2077331m,cluster_11058
Dopeav2129080m,cluster_12601
Dopeav2022708m,cluster_10761
Dopeav2115891m,cluster_8063
Dopeav2100311m,cluster_26471
Dopeav2007070m,cluster_10415
Dopeav2059098m,cluster_19485
Dopeav2071177m,cluster_16466
Dopeav2137294m,cluster_24785
Dopeav2120546m,cluster_1221
Dopeav2001266m,cluster_24363
Dopeav2094123m,cluster_6284
Dopeav2064551m,cluster_14858
Dopeav2037074m,cluster_28764
Dopeav2029317m,cluster_7568
Dopeav2124838m,cluster_8582
Dopeav2015926m,cluster_9147
Dopeav2073829m,cluster_8477
Dopeav2065874m,cluster_7181
Dopeav2046040m,cluster_2023
Dopeav2119348m,cluster_3543
Dopeav2129316m,cluster_5342
Dopeav2116197m,cluster_11775
Dopeav2063848m,cluster_26452
Dopeav2101844m,cluster_7390
Dopeav2137818m,cluster_20870
Dopeav2009898m,cluster_2057
Dopeav2016024m,cluster_18285
Dopeav2130588m,cluster_5989
Dopeav2126520m,cluster_14160
Dopeav2043826m,cluster_4141
Dopeav2103622m,cluster_8060
Dopeav2028181m,cluster_23128
Dopeav2128645m,cluster_17041
Dopeav2112022m,cluster_683
Dopeav2128282m,cluster_24216
Dopeav2031577m,cluster_5941
Dopeav2054027m,cluster_706
Dopeav2037939m,cluster_19378
Dopeav2040194m,cluster_26911
Dopeav2090614m,cluster_474
Dopeav2030729m,cluster_26842
Dopeav2031566m,cluster_9306
Dopeav2036753m,cluster_3853
Dopeav2132389m,cluster_18011
Dopeav2117402m,cluster_18037
Dopeav2071059m,cluster_3284
Dopeav2000937m,cluster_11949
Dopeav2105310m,cluster_2790
Dopeav2042808m,cluster_19221
Dopeav2040026m,cluster_7249
Dopeav2030150m,cluster_3835
Dopeav2073492m,cluster_9750
Dopeav2039142m,cluster_2779
Dopeav2087481m,cluster_12815
Dopeav2011881m,cluster_15718
Dopeav2073952m,cluster_27814
Dopeav2047445m,cluster_28643
Dopeav2032836m,cluster_26058
Dopeav2069952m,cluster_8431
Dopeav2000809m,cluster_9386
Dopeav2113093m,cluster_11663
Dopeav2022974m,cluster_12161
Dopeav2087562m,cluster_4863
Dopeav2065007m,cluster_23953
Dopeav2114374m,cluster_25558
Dopeav2093181m,cluster_20696
Dopeav2120873m,cluster_15927
Dopeav2011554m,cluster_6229
Dopeav2128678m,cluster_12959
Dopeav2028425m,cluster_19740
Dopeav2043942m,cluster_2740
Dopeav2090475m,cluster_2212
Dopeav2006614m,cluster_7890
Dopeav2035999m,cluster_7611
Dopeav2104297m,cluster_9117
Dopeav2030153m,cluster_10292
Dopeav2000343m,cluster_3142
Dopeav2012609m,cluster_1867
Dopeav2012862m,cluster_9753
Dopeav2112787m,cluster_14313
Dopeav2085925m,cluster_18057
Dopeav2047596m,cluster_2885
Dopeav2054441m,cluster_15796
Dopeav2029062m,cluster_2567
Dopeav2055865m,cluster_28887
Dopeav2129528m,cluster_22413
Dopeav2064108m,cluster_11247
Dopeav2083161m,cluster_1639
Dopeav2004661m,cluster_29209
Dopeav2122837m,cluster_6331
Dopeav2045411m,cluster_14805
Dopeav2095565m,cluster_26540
Dopeav2049943m,cluster_8160
Dopeav2069437m,cluster_12479
Dopeav2073244m,cluster_27338
Dopeav2019161m,cluster_1395
Dopeav2047349m,cluster_20405
Dopeav2042019m,cluster_16258
Dopeav2005722m,cluster_10141
Dopeav2083272m,cluster_1439
Dopeav2080656m,cluster_23549
Dopeav2054156m,cluster_16020
Dopeav2124706m,cluster_3715
Dopeav2017743m,cluster_18716
Dopeav2051269m,cluster_26011
Dopeav2112956m,cluster_12753
Dopeav2125533m,cluster_15269
Dopeav2059130m,cluster_20238
Dopeav2132121m,cluster_5125
Dopeav2033290m,cluster_20175
Dopeav2028329m,cluster_9034
Dopeav2034919m,cluster_26251
Dopeav2128103m,cluster_2401
Dopeav2003818m,cluster_25263
Dopeav2029333m,cluster_15357
Dopeav2003064m,cluster_13829
Dopeav2021577m,cluster_9505
Dopeav2012664m,cluster_7412
Dopeav2035139m,cluster_5796
Dopeav2122909m,cluster_27324
Dopeav2108639m,cluster_5116
Dopeav2006812m,cluster_28428
Dopeav2028458m,cluster_10896
Dopeav2111724m,cluster_17562
Dopeav2051498m,cluster_28143
Dopeav2051958m,cluster_28132
Dopeav2040919m,cluster_27171
Dopeav2025886m,cluster_21141
Dopeav2000823m,cluster_1641
Dopeav2020535m,cluster_1901
Dopeav2049456m,cluster_24454
Dopeav2135772m,cluster_16578
Dopeav2056207m,cluster_25516
Dopeav2102924m,cluster_26913
Dopeav2103860m,cluster_328
Dopeav2028059m,cluster_9931
Dopeav2091157m,cluster_6301
Dopeav2026282m,cluster_10321
Dopeav2026645m,cluster_18016
Dopeav2124436m,cluster_8400
Dopeav2114164m,cluster_4417
Dopeav2064292m,cluster_20472
Dopeav2060136m,cluster_14276
Dopeav2049141m,cluster_13859
Dopeav2116082m,cluster_19074
Dopeav2042034m,cluster_22770
Dopeav2064330m,cluster_20473
Dopeav2053419m,cluster_13318
Dopeav2061479m,cluster_15169
Dopeav2019963m,cluster_14182
Dopeav2058282m,cluster_4255
Dopeav2074605m,cluster_7567
Dopeav2128381m,cluster_6967
Dopeav2089692m,cluster_3437
Dopeav2009415m,cluster_4155
Dopeav2115258m,cluster_20038
Dopeav2015184m,cluster_1714
Dopeav2071425m,cluster_9283
Dopeav2066736m,cluster_26744
Dopeav2117797m,cluster_18
Dopeav2082824m,cluster_6454
Dopeav2104599m,cluster_2158
Dopeav2137531m,cluster_17436
Dopeav2006570m,cluster_25232
Dopeav2026035m,cluster_6995
Dopeav2133197m,cluster_10271
Dopeav2050020m,cluster_16291
Dopeav2120781m,cluster_18491
Dopeav2120442m,cluster_6911
Dopeav2110582m,cluster_23878
Dopeav2031401m,cluster_16640
Dopeav2099187m,cluster_24410
Dopeav2103430m,cluster_8830
Dopeav2094279m,cluster_20924
Dopeav2009251m,cluster_5998
Dopeav2001238m,cluster_1343
Dopeav2111760m,cluster_28732
Dopeav2038303m,cluster_13020
Dopeav2126564m,cluster_18901
Dopeav2001526m,cluster_19402
Dopeav2096549m,cluster_4802
Dopeav2041614m,cluster_1550
Dopeav2128610m,cluster_28795
Dopeav2109609m,cluster_17983
Dopeav2093300m,cluster_24813
Dopeav2110651m,cluster_972
Dopeav2056849m,cluster_7314
Dopeav2065212m,cluster_3055
Dopeav2129342m,cluster_22225
Dopeav2093980m,cluster_7991
Dopeav2067313m,cluster_14062
Dopeav2009872m,cluster_9409
Dopeav2088912m,cluster_1706
Dopeav2102851m,cluster_12717
Dopeav2051925m,cluster_26581
Dopeav2114581m,cluster_5240
Dopeav2058100m,cluster_22549
Dopeav2036035m,cluster_8177
Dopeav2061375m,cluster_1120
Dopeav2088098m,cluster_18596
Dopeav2072852m,cluster_23633
Dopeav2072985m,cluster_13636
Dopeav2067858m,cluster_12849
Dopeav2042575m,cluster_14623
Dopeav2112805m,cluster_13031
Dopeav2026103m,cluster_7052
Dopeav2024952m,cluster_25460
Dopeav2025025m,cluster_4162
Dopeav2111410m,cluster_15314
Dopeav2009319m,cluster_8884
Dopeav2048756m,cluster_24278
Dopeav2005368m,cluster_2415
Dopeav2071329m,cluster_5793
Dopeav2011069m,cluster_2447
